species:ncbi:36911	Clavispora lusitaniae
species:ncbi:446860	Kocuria flava
species:ncbi:43661	Shewanella benthica 
species:ncbi:100192	Hyperprosopon argenteum 
species:ncbi:9696	Puma concolor 
species:ncbi:722643	Adinia xenica 
species:ncbi:23810	Alianthus altissima 
species:ncbi:216463	Lactobacillus spicheri 
species:ncbi:117209	Desulfovibrio dechloracetivorans 
species:ncbi:198943	Pooecetes gramineus 
species:ncbi:55212	Pectobacterium rhapontici
species:ncbi:36242	Streptopelia
species:ncbi:62290	Soriculus 
species:ncbi:47157	Desulfovibrio bastinii
species:ncbi:56760	Desulfosporosinus auripigmenti 
species:ncbi:188382	mirasol chino
species:ncbi:171632	Mycoplasma ovis
species:ncbi:69373	Curtobacterium pusillum
species:ncbi:2133	Spiroplasma citri 
species:ncbi:34776	Fundulus catenatus 
species:ncbi:766502	Millerozyma
species:ncbi:227192	Plainswanderer 
species:ncbi:78342	Bifidobacterium gallicum
species:ncbi:211668	Colwellia piezophila
species:ncbi:38307	Gluconobacter cerinus
species:ncbi:978	de Cytophaga 
species:ncbi:230807	Mycena haematopus
species:ncbi:58767	Mastigoproctus giganteus
species:ncbi:226117	Myrothecium gramineum
species:ncbi:47420	Hydrogenophaga 
species:ncbi:755	Pasteurella gallinarum
species:ncbi:5550	de Trichophyton
species:ncbi:147828	Opisthorchis felineus
species:ncbi:28453	Sphyngobacterium
species:ncbi:6133	pluma de mar
species:ncbi:47865	Micromonospora inositola
species:ncbi:89377	Crenotrichaceae 
species:ncbi:57043	Aureobacterium esteraromaticum
species:ncbi:10001	ardilla trepadora
species:ncbi:280473	Aquiflexum balticum 
species:ncbi:148447	Paraburkholderia phymatum 
species:ncbi:547	Enterobacter 
species:ncbi:158614	Lonchura cucullata
species:ncbi:166384	turbellaria 
species:ncbi:88568	Friedmanniella lacustris 
species:ncbi:1302	Streptococcus gordonii
species:ncbi:203326	Microgobius thalassinus
species:ncbi:183405	rotavirus  F
species:ncbi:35094	Scuticociliatida
species:ncbi:38525	metapneumovirus aviar
species:ncbi:133191	Triatoma barberi
species:ncbi:258918	Histiotus 
species:ncbi:7998	bagre de mar
species:ncbi:50966	Clitocybe
species:ncbi:205598	Ichneumia 
species:ncbi:129062	Strongylura exilis 
species:ncbi:47770	Lactobacillus crispatus 
species:ncbi:224	Achromobacter lyticus 
species:ncbi:85097	colimbo del Pacífico
species:ncbi:41707	Lawsonia
species:ncbi:5551	Trichophyton raubitschekii 
species:ncbi:27625	Nyctinomops 
species:ncbi:4337	Anagallis arvensis 
species:ncbi:231457	Chromis punctipinnis
species:ncbi:6102	Hexacorallia
species:ncbi:8842	Anser 
species:ncbi:74426	Collinsella aerofaciens 
species:ncbi:9472	Perodictus potto 
species:ncbi:115654	Goura cristata
species:ncbi:84096	Gordonia alkanivorans
species:ncbi:304621	colibrí espada
species:ncbi:147646	Paralabrax maculatofasciatus 
species:ncbi:3865	Leucaena 
species:ncbi:10141	cobayo
species:ncbi:84597	Thermococcus aegaeus 
species:ncbi:215558	Plasmodium rouxi 
species:ncbi:5302	subdivisión Agaricomycotina 
species:ncbi:12059	Enterovirus
species:ncbi:178339	Actinomyces hongkongensis 
species:ncbi:1401	Bacillus lautus 
species:ncbi:780	Rickettsia
species:ncbi:46631	Picrophilus
species:ncbi:244	Planococcus okeanokoites 
species:ncbi:61263	Cerorhinca monocerata
species:ncbi:128962	Wohlfahrtia vigil 
species:ncbi:6209	Echinococcus
species:ncbi:53335	Panteoa 
species:ncbi:241603	de Atoxoplasma 
species:ncbi:185949	Sphingomonas aurantiaca
species:ncbi:53335	de Panteoa 
species:ncbi:274539	Chlorobaculum parvum 
species:ncbi:118200	carpintero peludo
species:ncbi:75985	Pasteurella haemolytica bio A
species:ncbi:247333	Serinicoccus marinus 
species:ncbi:12300	Bromovirus
species:ncbi:6906	Agelenidae 
species:ncbi:1708	Cellulomonas fimi
species:ncbi:4149	scrophulariaceae - escrofularia
species:ncbi:239368	anchoveta norteña
species:ncbi:8870	patos silbadores
species:ncbi:38282	Bacillus vedderi 
species:ncbi:190679	Chamaea
species:ncbi:87710	carpa plateada de Alabama
species:ncbi:2733	Symbiobacterium 
species:ncbi:7566	: Porocephalus
species:ncbi:5794	apicomplexa
species:ncbi:1303020	Anthracoceros coronatus 
species:ncbi:119682	Archosargus probatocephalus
species:ncbi:1606	Lactobacillus aviarius
species:ncbi:8831	Aix
species:ncbi:2212829	halarachne, SAI
species:ncbi:141390	Chromohalobacter israelensis
species:ncbi:28189	 DF-2 del CDC
species:ncbi:27974	Nosematidae
species:ncbi:34062	Moraxella osloensis
species:ncbi:522	Acidiphilium 
species:ncbi:33574	threskiornithidae
species:ncbi:231010	Arthroderma racemosum
species:ncbi:126286	filandro incaico
species:ncbi:255519	Salmonella subterranea 
species:ncbi:118184	Galbuliformes
species:ncbi:417925	perca del Río Grande
species:ncbi:2045	Nocardioides simplex
species:ncbi:488208	ave pico de frasco
species:ncbi:127004	Boophilus kohlsi
species:ncbi:102862	Proteus vulgaris, bio 1
species:ncbi:712036	Shewanella dokdonensis 
species:ncbi:91940	Psilobotrys schulzeri
species:ncbi:291645	Bacteroides nordii 
species:ncbi:89053	Gordonia amicalis
species:ncbi:59734	Empedobacter
species:ncbi:9164	ptilonorhynchidae
species:ncbi:8990	Numididae
species:ncbi:1309	Streptococcus mutans
species:ncbi:34503	Paragonimus, SAI
species:ncbi:103954	turaco gigante
species:ncbi:57395	Anthracoceros albirostris
species:ncbi:435742	Tetrameres, SAI
species:ncbi:56264	Aegolius
species:ncbi:53452	Lamprocystis 
species:ncbi:182946	Seiurus aurocapilla
species:ncbi:449593	achaparrado 
species:ncbi:442526	Massilia brevitalea 
species:ncbi:267800	Advenella incenata
species:ncbi:30588	Leontopithecus rosalia 
species:ncbi:78581	Carybdea
species:ncbi:9469	Nycticebus 
species:ncbi:31031	pez globo
species:ncbi:555256	tagua gigante
species:ncbi:80746	Haemophilus piscium 
species:ncbi:29073	Ursus maritimus 
species:ncbi:371922	chorlito dorado del Pacífico
species:ncbi:578852	Bertiella studerii
species:ncbi:85030	Geodermatophilaceae 
species:ncbi:34619	de Dermacentor
species:ncbi:209	Helicobacter (concepto no activo)
species:ncbi:6247	de Strongyloides 
species:ncbi:661228	lisa de montaña
species:ncbi:29510	Leptospira parva 
species:ncbi:194268	Laportea 
species:ncbi:336262	Dorosoma cepedianum
species:ncbi:236596	Noturus miurus 
species:ncbi:114395	Steatoda 
species:ncbi:51228	Wigglesworthia
species:ncbi:61179	Oesophagostomum bifurcum
species:ncbi:899	Desulfomicrobium baculatum
species:ncbi:923	Halothiobacillus hydrothermalis 
species:ncbi:190048	Corynascus sepedonium
species:ncbi:41824	Dixidae
species:ncbi:47245	Zenaida macroura
species:ncbi:183600	Clonophis kirtlandii
species:ncbi:37769	Filobasidiella neoformans,  bacillispora
species:ncbi:773	Rochalimaea
species:ncbi:70243	Trichodorus
species:ncbi:1563423	Isospora rivolta
species:ncbi:6978	Periplaneta americana 
species:ncbi:51859	Corallus
species:ncbi:70415	Trichuris muris
species:ncbi:138	Borrelia
species:ncbi:152267	Pigmentiphaga 
species:ncbi:331153	1 no oxidante del CDC
species:ncbi:108464	s de Amidostomum
species:ncbi:703418	Nocomis asper 
species:ncbi:134537	Burkholderia fungorum 
species:ncbi:61623	Bacillus edaphicus
species:ncbi:649785	saltarín de garganta blanca
species:ncbi:163834	Percina squamata 
species:ncbi:100594	Gigantobilharzia huronensis 
species:ncbi:48164	Anguilla mossambica 
species:ncbi:108980	Acinetobacter ursingii
species:ncbi:71499	akeridae
species:ncbi:103827	helminto ocular oriental
species:ncbi:61180	Oesophagostomum dentatum 
species:ncbi:2708	Citrus limon 
species:ncbi:260803	Armillifer, SAI
species:ncbi:1322	Blautia hansenii
species:ncbi:83231	Bacteroides ruminicola, sub brevis
species:ncbi:55792	Otostrongylus 
species:ncbi:546	Citrobacter freundii 
species:ncbi:6314	super Trichostrongyloidea 
species:ncbi:29388	Staphylococcus capitus 
species:ncbi:57739	s de Vogesella
species:ncbi:203315	gobio tabla
species:ncbi:2242	Halobacterium salinarum 
species:ncbi:85101	Blue-naped mousebird 
species:ncbi:54060	Stercorarius pomarinus
species:ncbi:195735	Duboisia 
species:ncbi:541	Zymomonas 
species:ncbi:29895	hongo de jalea blanca
species:ncbi:108007	Thermanaerovibrio velox
species:ncbi:74920	tortuga de cabeza amarilla
species:ncbi:142484	Kinosternon flavescens 
species:ncbi:206389	Rhodocyclales 
species:ncbi:201991	cárabo manchado
species:ncbi:3481	del cáñamo 
species:ncbi:79804	solenodonte
species:ncbi:7914	semionotiformes 
species:ncbi:1247400	Syacium gunteri
species:ncbi:279359	Gramella echinicola
species:ncbi:391952	Aquincola
species:ncbi:10366	virus del herpes 1 de los múridos 
species:ncbi:247729	Amandava
species:ncbi:10090	ratón
species:ncbi:10442	Baculoviridae (huésped de insectos y crustáceos)
species:ncbi:207244	Anaerostipes
species:ncbi:138557	Codiaeum
species:ncbi:208447	Oceanithermus
species:ncbi:407152	Ochrobactrum cytisi
species:ncbi:109263	Halothiobacillus kellyi 
species:ncbi:157168	Eimeria weybridgensis 
species:ncbi:33694	Nosema heliothidis 
species:ncbi:5219	Exidia glandulosa
species:ncbi:10660	Corticovirus
species:ncbi:56625	Isospora 
species:ncbi:461393	Actinomyces massiliensis
species:ncbi:1590804	Triodiomyces crassus 
species:ncbi:36746	Pseudomonas cichorii
species:ncbi:84112	Eubacterium lentum
species:ncbi:13514	Lemur coronatus 
species:ncbi:459858	Mycobacterium noviomagense
species:ncbi:28376	anolis
species:ncbi:9162	pita 
species:ncbi:35244	virus del herpes bovino  5
species:ncbi:34399	Phomopsis
species:ncbi:113098	Phoeniculidae 
species:ncbi:84337	Diplostraca
species:ncbi:107327	Pseudoalteromonas ulvae 
species:ncbi:32638	Numenius
species:ncbi:886	Thermodesulfobacterium thermophilum
species:ncbi:238784	Acanthamoeba jacobsi
species:ncbi:218467	Centruroides sculpturatus
species:ncbi:676609	Concinnum, SAI
species:ncbi:6956	Dermatophagoides pteronyssimus
species:ncbi:236590	Noturus baileyi
species:ncbi:61605	Acanthamoeba lugdunensis
species:ncbi:395631	Phytobacter diazotrophicus
species:ncbi:357	Agrobacterium
species:ncbi:1910	Streptomyces griseosporeus
species:ncbi:1461129	Haematopinus asini 
species:ncbi:987	Aquimarina latercula
species:ncbi:196084	Okibacterium 
species:ncbi:371915	polluela negra 
species:ncbi:56878	Helicobacter salomonis 
species:ncbi:38662	sub Dipodomyinae
species:ncbi:10236	Moniliformis 
species:ncbi:1442166	Argas miniatus
species:ncbi:156454	Anaeroglobus 
species:ncbi:29341	Clostridium botulinum  G 
species:ncbi:473974	Cystocaulus 
species:ncbi:1625	Lactobacillus sanfrancisco 
species:ncbi:45543	Candida diddensiae 
species:ncbi:77098	Halomonas pacifica
species:ncbi:52692	Acetobacterium malicum
species:ncbi:5592	Microascales 
species:ncbi:366582	Bowmanella denitrificians 
species:ncbi:56293	Nyctanassa
species:ncbi:374590	Eurytrema, SAI
species:ncbi:328692	Deinococcus aquaticus
species:ncbi:44262	Oxalophagus
species:ncbi:96940	Orenia sivashensis
species:ncbi:47748	Peziza aureliella
species:ncbi:301819	Bathylagus stilbius 
species:ncbi:9052	perdiz gris
species:ncbi:239935	Akkermansia muciniphila
species:ncbi:11118	Coronaviridae 
species:ncbi:661228	Agonostomus monticola 
species:ncbi:258	Sphingobacterium versatilis
species:ncbi:334736	Sporosarcina soli
species:ncbi:73781	Methylocaldum tepidum 
species:ncbi:176013	Ara chloroptera
species:ncbi:426499	Atrax formidabilis
species:ncbi:36854	Desulfitobacterium dehalogenans
species:ncbi:66229	Gluconacetobacter intermedius
species:ncbi:8570	sub Serpentes 
species:ncbi:54550	Myxozyma melibiosi 
species:ncbi:12036	Luteovirus
species:ncbi:67370	Streptomyces umbrinus 
species:ncbi:661394	Tritiarchium oryzae - RETIRADO - (concepto no activo)
species:ncbi:5064	Aspergillus restrictus 
species:ncbi:311891	Pyrrhura leucotis
species:ncbi:288067	hormiguerito tiznado
species:ncbi:759	s de Pasteurella
species:ncbi:106633	Thioalkalivibrio 
species:ncbi:7438	vespidae - avispa Y/O avispón 
species:ncbi:300	CDC  Vb-2
species:ncbi:1469962	Calamus bajonado
species:ncbi:54362	Laterallus 
species:ncbi:84725	Umezawaea tangerina
species:ncbi:30615	Cheirogaleidae 
species:ncbi:3435	Persea americana 
species:ncbi:371913	Eudocimus albus
species:ncbi:256821	Gulosibacter molinativorax
species:ncbi:225389	Aplodinotus grunniens
species:ncbi:63406	Arthroderma simii 
species:ncbi:37847	Priapula
species:ncbi:749465	Boeremia exigua
species:ncbi:114628	Alkaliphilus transvaalensis
species:ncbi:304618	Ensifera 
species:ncbi:11118	Coronaviridae
species:ncbi:3501	Urtica dioica
species:ncbi:36834	Clostridium celatum
species:ncbi:4943	Saccharomycopsis
species:ncbi:28231	Geobacter 
species:ncbi:644	Aeromonas hydrophila 
species:ncbi:84634	Kineosporia rhamnosa
species:ncbi:137743	Spolverinia polyspora
species:ncbi:8879	Mergus serrator
species:ncbi:91951	zorzalito de Swainson
species:ncbi:301117	Hypoxylon serpens
species:ncbi:227080	Telmatoscopus
species:ncbi:186211	Goniodes gigas 
species:ncbi:93481	Stenella 
species:ncbi:9415	New World leaf-nosed bat 
species:ncbi:34939	ave de emparrado de Archbold
species:ncbi:553	Erwinia ananas 
species:ncbi:722532	Parophidion schmidti 
species:ncbi:40497	Lutjanus mahogoni
species:ncbi:10407	virus de la hepatitis B 
species:ncbi:451807	Microbacterium halophilum 
species:ncbi:70992	s de Flexithrix 
species:ncbi:182910	Wilsonia canadensis
species:ncbi:254645	Prionops plumata 
species:ncbi:174217	planta de queso suizo
species:ncbi:157465	Nocardiopsis composta 
species:ncbi:64297	virus Uganda S
species:ncbi:64647	Mucor elegans
species:ncbi:122765	Presbytis cristata
species:ncbi:38709	Aristida
species:ncbi:9606	humano
species:ncbi:451869	Botryosphaeriales
species:ncbi:94886	Elaphe vulpina
species:ncbi:119044	Filomicrobium
species:ncbi:173309	cojinoa negra
species:ncbi:2100466	Mammomonogamus auris
species:ncbi:8919	correlimos común
species:ncbi:121353	Oxybelis 
species:ncbi:35252	herpesvirus alcelafino  1
species:ncbi:40413	Desulforhopalus
species:ncbi:171284	Mycoplasma cynos 
species:ncbi:5217	Tremella mesenterica
species:ncbi:8556	Varanus
species:ncbi:245067	Sarcops calvus 
species:ncbi:73029	Dechloromonas 
species:ncbi:53434	Halobacteroidaceae
species:ncbi:31695	virus de la leucemia de las ratas
species:ncbi:585	Proteus vulgaris 
species:ncbi:284029	Streptomyces glaucus
species:ncbi:60876	virus Pixuna 
species:ncbi:392409	Sphingomonas jaspsi 
species:ncbi:170894	s de Cephenemyia 
species:ncbi:198341	Trichuris skrjabini 
species:ncbi:13427	achicoria
species:ncbi:9376	musaraña
species:ncbi:37180	Budorcas 
species:ncbi:55039	Urocyon
species:ncbi:293386	Bacillus stratosphericus 
species:ncbi:200414	Caldisphaera
species:ncbi:57420	Merops
species:ncbi:87477	Trisetum flavescens
species:ncbi:155863	Methanothermococcus okinawensis
species:ncbi:498939	Amyloporiella oleracea
species:ncbi:139208	Isoptericola variabilis 
species:ncbi:93698	Lycosa
species:ncbi:32067	Leptotrichia 
species:ncbi:323620	Shinella
species:ncbi:135082	Selenomonas inflix 
species:ncbi:158822	Cedecea neteri 
species:ncbi:1348	Streptococcus parauberis 
species:ncbi:69298	Tragelaphus spekei 
species:ncbi:170903	Lipoptena cervi
species:ncbi:1724	Corynebacterium renale 
species:ncbi:54271	Fundulus sciadicus
species:ncbi:57236	Aechmophorus occidentalis
species:ncbi:265611	abejaruco común 
species:ncbi:131111	Actinomyces turicensis
species:ncbi:228576	Bacillus patagoniensis
species:ncbi:35829	Acetivibrio 
species:ncbi:47888	Diplodinium
species:ncbi:89404	Glaciecola 
species:ncbi:1521	Clostridium cellulolyticum
species:ncbi:657276	Vogesella mureinivorans 
species:ncbi:1643826	Eggerthellaceae 
species:ncbi:125216	Roseomonas 
species:ncbi:58136	Desulfotomaculum thermoacetoxidans
species:ncbi:1305	Streptococcus sanguis
species:ncbi:94932	Petrotyx sanguineus 
species:ncbi:110937	Rathayibacter festucae 
species:ncbi:168713	Bougainvilliidae
species:ncbi:68035	Sporotomaculum hydroxybenzoicum 
species:ncbi:210	Helicobacter pylori (concepto no activo)
species:ncbi:1866	Actinoplanes missouriensis
species:ncbi:100270	Paragonimus mexicanus 
species:ncbi:337235	Plasmodium polare 
species:ncbi:678558	papagayo real de alas verdes
species:ncbi:321385	de Protostrongylus
species:ncbi:1701	s de Brevibacterium 
species:ncbi:39493	Eubacterium tarantellus 
species:ncbi:2434	Roseobacter denitrificans
species:ncbi:36792	carpa plateada bonita
species:ncbi:915434	Goura scheepmakeri
species:ncbi:204891	Nocardia iowensis
species:ncbi:1979166	virus de la parainfluenza simiana 41
species:ncbi:3906	Vicia faba
species:ncbi:984991	Eperythrozoon parvum
species:ncbi:138853	Mesoplasma lactucae 
species:ncbi:1266	de Sarcina 
species:ncbi:3808	acacia
species:ncbi:40954	Aethusa cynapium 
species:ncbi:498939	Antrodia oleracea 
species:ncbi:451435	Chytridiomycetes 
species:ncbi:129017	microhyla 
species:ncbi:33160	Gyromitra
species:ncbi:71660	Phaeosclera 
species:ncbi:65123	Mycoplasma wenyonii
species:ncbi:67556	leucisco de trompa negra
species:ncbi:54336	Percina nasuta
species:ncbi:134534	Acinetobacter gyllenbergii
species:ncbi:149016	Streptococcus urinalis
species:ncbi:4920	Saccharomyces farinosus
species:ncbi:146813	Dendrosporobacter 
species:ncbi:8579	Elaphe
species:ncbi:1473	Bacillus pantothenticus
species:ncbi:33536	Notropis chrysocephalus 
species:ncbi:76831	Myroides
species:ncbi:30854	Mullidae - lisa 
species:ncbi:84036	Syntrophococcus
species:ncbi:37998	Tritirachium album
species:ncbi:33882	Microbacterium 
species:ncbi:33256	super Ascaridoidea
species:ncbi:51870	Eryx johni
species:ncbi:57098	Cyclura cornuta
species:ncbi:51876	boa de agua
species:ncbi:347529	Centaurea solstitialis 
species:ncbi:57259	Posthodiplostomum, SAI
species:ncbi:477	Moraxella lacunata 
species:ncbi:43873	Zygophyllaceae - abrojo
species:ncbi:31988	Aminobacter
species:ncbi:183513	Aconaemys 
species:ncbi:338818	Trimorphodon biscutatus
species:ncbi:1888233	Cephenemyia auribarbis 
species:ncbi:90373	Thiomargarita namibiensis
species:ncbi:36656	Penicillium crustosum 
species:ncbi:56068	Sula dactylatra
species:ncbi:272240	Zimmermannella faecalis
species:ncbi:4836	de Phycomyces
species:ncbi:428034	Atheresthes stomias 
species:ncbi:170861	Methanosarcina lacustris 
species:ncbi:75288	Pylodictis olivaris
species:ncbi:1426	Geobacillus thermoglucosidasius 
species:ncbi:111598	Plasmodium juxtanucleare
species:ncbi:59430	Helichrysum
species:ncbi:587534	Catenuloplanes niger 
species:ncbi:193309	Pyracantha coccinea
species:ncbi:613061	rana de Darwin
species:ncbi:68223	Streptomyces katrae
species:ncbi:1355951	codorniz ocelada
species:ncbi:967	de Spirillum 
species:ncbi:169679	Clostridium saccharobutylicum
species:ncbi:722564	Gymnothorax vicinus
species:ncbi:334108	Bergeriella 
species:ncbi:346	Xanthomonas citri
species:ncbi:80883	Giesbergeria sinuosum 
species:ncbi:84854	Spiza americana
species:ncbi:156700	Notropis nubilus
species:ncbi:91967	Etheostoma virgatum 
species:ncbi:109786	Trimeresurus popeorum 
species:ncbi:223392	Rhodococcus gordoniae
species:ncbi:1193719	gobio de las islas
species:ncbi:1542968	Balantidium duodeni 
species:ncbi:6298	Litomosoides 
species:ncbi:9206	Phalacrocoracidae
species:ncbi:90311	Cerrena 
species:ncbi:285563	Streptomyces coeruleoprunus
species:ncbi:860	Fusobacterium periodonticum
species:ncbi:205588	Solanum triflorum
species:ncbi:1094189	Prince Albert's lyrebird 
